RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name
nn00843798,06-05-22 7:30,853509/8  STAŃCZYK,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,9:335:00 AM,21,Gdańsk Oliwa
uu60507247,06-05-22 7:30,504735,POLREGIO Sp. z o.o.,06-05-22,Bydgoszcz Główna - Gdynia Główna,9:59,0,Gdańsk Oliwa
us6000i8fy,06-05-22 7:30,753506/7  LEDNICA,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,350:04:00 AM,17,Gdańsk Oliwa
nn00843777,06-05-22 7:30,35500/35  ,PKP Intercity,06-05-22,Warszawa Centralna - Gdynia Główna,350:350:00 AM,22,Gdańsk Oliwa
us6000i62g,06-05-22 7:30,35535355  KOCIEWIE,PKP Intercity,06-05-22,Włocławek - Gdynia Główna,350:236:00 AM,21,Gdańsk Oliwa
nn00843797,06-05-22 7:30,35350/35  ,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,3535:3523:00 AM,31,Gdańsk Oliwa
pr71361373,06-05-22 7:30,853507/6  GRYF,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,3535:37:00 AM,36,Gdańsk Oliwa
us6000i627,06-05-22 7:30,6505/4  MIESZKO,PKP Intercity,06-05-22,Wrocław Główny - Gdynia Główna,3535:523:00 AM,0,Gdańsk Oliwa
ak0229lo0pwy,06-05-22 7:30,4506/7  ,PKP Intercity,06-05-22,Gliwice - Gdynia Główna,3523:353:00 PM,38,Gdańsk Oliwa
us6000i8fz,06-05-22 7:30,3583505/4  RYBAK,PKP Intercity,06-05-22,Białystok - Szczecin Główny,3523:33:00 PM,0,Gdańsk Oliwa
pr71361368,06-05-22 7:30,995353,SKM Warszawa,06-05-22,Warszawa Zachodnia - Otwock,7:335:00 AM,41,Warszawa Wschodnia
nn00843754,06-05-22 7:30,3552323/3  MAZURY,PKP Intercity,06-05-22,Łódź Fabryczna - Olsztyn Główny,7:323:00 AM,5,Warszawa Wschodnia
us6000i62f,06-05-22 7:30,3535353523/3  NIEMCEWICZ,PKP Intercity,06-05-22,Terespol - Warszawa Wschodnia,7:33,357,Warszawa Wschodnia
nc73763581,06-05-22 7:30,53236/7  ORŁOWICZ,PKP Intercity,06-05-22,Olsztyn Główny - Kraków Główny,7:34,0,Warszawa Wschodnia
pr71361363,06-05-22 7:30,935670/35  ,Koleje Mazowieckie,06-05-22,Piaseczno - Warszawa Wschodnia,7:34,0,Warszawa Wschodnia
ak0229lnksks,06-05-22 7:30,350353535/0  ŻUBR,PKP Intercity,06-05-22,Białystok - Warszawa Wschodnia,7:37,47,Warszawa Wschodnia
uu60507237,06-05-22 7:30,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:38,0,Warszawa Wschodnia
us6000i61z,06-05-22 7:30,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:35,35,Gdynia Główna
ak0229lngiz0,06-05-22 7:30,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:36,0,Gdynia Główna
us6000i61v,06-05-22 7:30,96303,POLREGIO Sp. z o.o.,06-05-22,Gdańsk Wrzeszcz - Gdynia Główna,7:40,0,Gdynia Główna
ci40070855,06-05-22 7:30,5572335,POLREGIO Sp. z o.o.,06-05-22,Laskowice Pomorskie - Gdynia Chylonia,7:435:00 AM,35,Gdynia Główna
ok2022oqar,06-05-22 7:30,597230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:435:00 AM,0,Gdynia Główna
nc73763571,06-05-22 7:30,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:46,41,Gdynia Główna
nc73763566,06-05-22 7:30,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:49,0,Gdynia Główna
us6000i61s,06-05-22 7:30,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:56,35,Gdynia Główna
hv73089867,06-05-22 7:30,90406,POLREGIO Sp. z o.o.,06-05-22,Hel - Gdynia Główna,7:57,5,Gdynia Główna
nc73763556,06-05-22 7:30,935406/7  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:435:00 AM,0,Warszawa Wschodnia
nc73763551,06-05-22 7:30,93535230/35  MAZOVIA,Koleje Mazowieckie,06-05-22,Płock - Warszawa Wschodnia,7:423:00 AM,16,Warszawa Wschodnia
uw61857547,06-05-22 7:30,9355023/3  ,Koleje Mazowieckie,06-05-22,Otwock - Warszawa Zachodnia,7:43,0,Warszawa Wschodnia
us6000i8fr,06-05-22 7:30,9335356,Koleje Mazowieckie,06-05-22,Modlin - Warszawa Centralna,7:44,14,Warszawa Wschodnia
nc73763546,06-05-22 7:30,9993523/3  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:46,0,Warszawa Wschodnia
nc73763536,06-05-22 7:30,9359023/3  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Warszawa Wschodnia,7:46,0,Warszawa Wschodnia
ak0229kdh9n7,06-05-22 7:30,53323/3  KOCHANOWSKI,PKP Intercity,06-05-22,Bydgoszcz Główna - Rzeszów Główny,7:50,12,Warszawa Wschodnia
uu60507227,06-05-22 7:30,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,7:50,0,Warszawa Wschodnia
nc73763531,06-05-22 7:30,99806/7  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,7:50,0,Warszawa Wschodnia
hv73089817,06-05-22 7:30,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:54,21,Warszawa Wschodnia
us6000i8fp,06-05-22 7:30,93450/35  ,Koleje Mazowieckie,06-05-22,Pilawa - Sochaczew,7:54,0,Warszawa Wschodnia
ci40070831,06-05-22 7:30,33535023/3  HAŃCZA,PKP Intercity,06-05-22,Kraków Główny - Suwałki,7:56,0,Warszawa Wschodnia
nn00843752,06-05-22 7:30,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:57,36,Warszawa Wschodnia
ak0229kd15t1,06-05-22 7:30,935856/7  ,Koleje Mazowieckie,06-05-22,Siedlce - Warszawa Zachodnia,7:58,0,Warszawa Wschodnia
us6000i8fm,06-05-22 7:30,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:58,0,Gdynia Główna
ak0229kcxxc2,06-05-22 7:30,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,7:59,38,Gdynia Główna
nc73763526,06-05-22 7:30,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:06,0,Gdynia Główna
uw61857532,06-05-22 7:30,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:08,0,Gdynia Główna
uu60507217,06-05-22 7:30,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,8:3523:00 AM,38,Gdynia Główna
uw61857522,06-05-22 7:30,96305,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Wrzeszcz - Gdynia Główna,8:354:00 AM,0,Gdynia Główna
uw61857517,06-05-22 7:30,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:356:00 AM,41,Gdynia Główna
hv73089777,06-05-22 7:30,96955/4  ,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Kościerzyna - Gdynia Główna,8:357:00 AM,0,Gdynia Główna
uu60507212,06-05-22 7:30,852304,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Gdynia Główna,8:357:00 AM,45,Gdynia Główna
ak0229kcgs9a,06-05-22 7:30,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,8:2323:00 AM,0,Gdynia Główna
nc73763521,06-05-22 7:30,353570/35  KARPATY,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,8:33,0,Gdynia Główna
uu60507207,06-05-22 7:30,8300/35  ,PKP Intercity,06-05-22,Kołobrzeg - Kraków Główny,8:33,32,Gdynia Główna
uu60507202,06-05-22 7:30,935670/35  ,Koleje Mazowieckie,06-05-22,Piaseczno - Warszawa Wschodnia,7:239:00 AM,0,Warszawa Powiśle
ak0229kcdma5,06-05-22 7:30,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:33,0,Warszawa Powiśle
nc73763511,06-05-22 7:30,9355323/3  ,Koleje Mazowieckie,06-05-22,Celestynów - Warszawa Zachodnia,7:33,21,Warszawa Powiśle
nc73763506,06-05-22 7:30,935406/7  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:36,0,Warszawa Powiśle
uu60507197,06-05-22 7:30,935840/35  ,Koleje Mazowieckie,06-05-22,Mrozy - Warszawa Zachodnia,7:37,0,Warszawa Powiśle
us6000i60z,06-05-22 7:30,993350/35  ,SKM Warszawa,06-05-22,Warszawa Wschodnia - Pruszków,7:435:00 AM,41,Warszawa Powiśle
hv73089732,06-05-22 7:30,9359023/3  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Warszawa Wschodnia,7:435:00 AM,0,Warszawa Powiśle
uu60507192,06-05-22 7:30,99806/7  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,7:45,21,Warszawa Powiśle
nc73763491,06-05-22 7:30,9355023/3  ,Koleje Mazowieckie,06-05-22,Otwock - Warszawa Zachodnia,7:48,0,Warszawa Powiśle
nc73763486,06-05-22 7:30,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:49,23,Warszawa Powiśle
ci40070775,06-05-22 7:30,9993523/3  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:523:00 AM,0,Warszawa Powiśle
hv73089722,06-05-22 7:30,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:523:00 AM,21,Warszawa Powiśle
uw61857467,06-05-22 7:30,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,7:56,0,Warszawa Powiśle
us6000i60g,06-05-22 7:30,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,8:00,0,Warszawa Powiśle
ci40070759,06-05-22 7:30,93450/35  ,Koleje Mazowieckie,06-05-22,Pilawa - Sochaczew,8:00,10,Warszawa Powiśle
tx2022opsq,06-05-22 7:30,935856/7  ,Koleje Mazowieckie,06-05-22,Siedlce - Warszawa Zachodnia,8:03,0,Warszawa Powiśle
ci40070751,06-05-22 7:30,99808/9  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,8:03,0,Warszawa Powiśle
nc73763476,06-05-22 7:30,992308/9  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Piaseczno,8:07,8,Warszawa Powiśle
us6000i8fj,06-05-22 7:30,995354/5  ,SKM Warszawa,06-05-22,Pruszków - Otwock,8:07,0,Warszawa Powiśle
nc73763471,06-05-22 7:30,93440/35  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Sochaczew,8:3535:00 AM,24,Warszawa Powiśle
ci40070735,06-05-22 7:30,9354523/3  ,Koleje Mazowieckie,06-05-22,Teresin Niepokalanów - Warszawa Wschodnia,8:3535:00 AM,0,Warszawa Powiśle
uw61857447,06-05-22 7:30,9355323/3  ,Koleje Mazowieckie,06-05-22,Celestynów - Warszawa Zachodnia,7:335:00 AM,21,Warszawa Stadion
uu60507177,06-05-22 7:30,935670/35  ,Koleje Mazowieckie,06-05-22,Piaseczno - Warszawa Wschodnia,7:323:00 AM,10,Warszawa Stadion
us6000i5zi,06-05-22 7:30,935840/35  ,Koleje Mazowieckie,06-05-22,Mrozy - Warszawa Zachodnia,7:35,0,Warszawa Stadion
ci40070727,06-05-22 7:30,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:35,0,Warszawa Stadion
ci40070711,06-05-22 7:30,993350/35  ,SKM Warszawa,06-05-22,Warszawa Wschodnia - Pruszków,7:38,11,Warszawa Stadion
ak0229karo93,06-05-22 7:30,935406/7  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:39,0,Warszawa Stadion
us6000i5zc,06-05-22 7:30,9359023/3  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Warszawa Wschodnia,7:44,0,Warszawa Stadion
ak0229kaqo3i,06-05-22 7:30,9355023/3  ,Koleje Mazowieckie,06-05-22,Otwock - Warszawa Zachodnia,7:46,10,Warszawa Stadion
ok2022opqb,06-05-22 7:30,99806/7  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,7:48,0,Warszawa Stadion
ok2022oppz,06-05-22 7:30,9993523/3  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:50,0,Warszawa Stadion
av91647856,06-05-22 7:30,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:535:00 AM,21,Warszawa Stadion
us6000i5z7,06-05-22 7:30,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,7:53,0,Warszawa Stadion
ak0229kajpvf,06-05-22 7:30,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:55,23,Warszawa Stadion
ci40070703,06-05-22 7:30,93450/35  ,Koleje Mazowieckie,06-05-22,Pilawa - Sochaczew,7:57,0,Warszawa Stadion
nc73763451,06-05-22 7:30,935856/7  ,Koleje Mazowieckie,06-05-22,Siedlce - Warszawa Zachodnia,8:035:00 AM,0,Warszawa Stadion
nc73763446,06-05-22 7:30,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,8:023:00 AM,30,Warszawa Stadion
ak0229ka8sjr,06-05-22 7:30,992308/9  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Piaseczno,8:04,0,Warszawa Stadion
ci40070687,06-05-22 7:30,99808/9  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,8:06,23,Warszawa Stadion
nc73763436,06-05-22 7:30,93440/35  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Sochaczew,8:08,99,Warszawa Stadion
us6000i5yr,06-05-22 7:30,995354/5  ,SKM Warszawa,06-05-22,Pruszków - Otwock,8:09,0,Warszawa Stadion
us6000i5yp,06-05-22 7:30,9933523/3  ,SKM Warszawa,06-05-22,Otwock - Pruszków,8:3523:00 AM,0,Warszawa Stadion
ci40070671,06-05-22 7:30,77836  PKM23,Koleje Wielkopolskie,06-05-22,Zbąszynek - Poznań Główny,7:33,31,Poznań Główny
ak0229ka1kit,06-05-22 7:30,77747  PKM35,POLREGIO Sp. z o.o.,06-05-22,Leszno - Poznań Główny,7:33,0,Poznań Główny
ak0229k9yzn3,06-05-22 7:30,573350/35  ,POLREGIO Sp. z o.o.,06-05-22,Bydgoszcz Główna - Poznań Główny,7:36,0,Poznań Główny
ak0229k9nrw9,06-05-22 7:30,77353535  PKM23,Koleje Wielkopolskie,06-05-22,Konin - Poznań Główny,7:40,21,Poznań Główny
ak0229k9nny3,06-05-22 7:30,87378,POLREGIO Sp. z o.o.,06-05-22,Krzyż - Poznań Główny,7:44,0,Poznań Główny
us6000i5yf,06-05-22 7:30,77579  PKM3,Koleje Wielkopolskie,06-05-22,Grodzisk Wielkopolski - Poznań Główny,7:46,17,Poznań Główny
ci40070639,06-05-22 7:30,773537  OSTROVIA,Koleje Wielkopolskie,06-05-22,Kępno - Poznań Główny,7:47,12,Poznań Główny
nc73763431,06-05-22 7:30,77580/35  PKM3,Koleje Wielkopolskie,06-05-22,Wągrowiec - Grodzisk Wielkopolski,7:54,0,Poznań Główny
us6000i63i,06-05-22 7:30,773423  PKM23,Koleje Wielkopolskie,06-05-22,Zbąszynek - Poznań Główny,7:57,0,Poznań Główny
us6000i5yb,06-05-22 7:30,779623/3  PKM35,POLREGIO Sp. z o.o.,06-05-22,Gniezno - Poznań Główny,8:00,11,Poznań Główny
ak0229k9fhyb,06-05-22 7:30,77687  PKM35,Koleje Wielkopolskie,06-05-22,Rawicz - Poznań Główny,8:05,0,Poznań Główny
nc73763416,06-05-22 7:30,77349  PKM23,Koleje Wielkopolskie,06-05-22,Koło - Poznań Główny,8:350:00 AM,0,Poznań Główny
us6000i5y9,06-05-22 7:30,5600/35  POMORZANIN,PKP Intercity,06-05-22,Gdynia Główna - Wrocław Główny,8:355:00 AM,21,Poznań Główny
us6000i8fd,06-05-22 7:30,833503/23  OSTERWA,PKP Intercity,06-05-22,Szczecin Główny - Kraków Główny,8:358:00 AM,0,Poznań Główny
us6000i8fi,06-05-22 7:30,3583500/35  GAŁCZYŃSKI,PKP Intercity,06-05-22,Warszawa Wschodnia - Szczecin Główny,8:2335:00 AM,0,Poznań Główny
hv73089582,06-05-22 7:30,6782335  PKM4,Koleje Wielkopolskie,06-05-22,Milicz - Poznań Główny,8:2335:00 AM,34,Poznań Główny
nc73763411,06-05-22 7:30,77730  PKM5,Koleje Wielkopolskie,06-05-22,Rogoźno Wielkopolskie - Poznań Główny,8:234:00 AM,0,Poznań Główny
ak0229k9cpop,06-05-22 7:30,77330  PKM23,Koleje Wielkopolskie,06-05-22,Zbąszynek - Poznań Główny,8:236:00 AM,0,Poznań Główny
nc73763406,06-05-22 7:30,6505/4  MIESZKO,PKP Intercity,06-05-22,Wrocław Główny - Gdynia Główna,8:237:00 AM,12,Poznań Główny
nc73763401,06-05-22 7:30,3583508/9  WŁÓKNIARZ,PKP Intercity,06-05-22,Łódź Fabryczna - Szczecin Główny,8:239:00 AM,0,Poznań Główny
ci40070591,06-05-22 7:30,775823/3  PKM3,Koleje Wielkopolskie,06-05-22,Gołańcz - Poznań Główny,8:30,0,Poznań Główny
pr71361323,06-05-22 7:30,33535023/3  HAŃCZA,PKP Intercity,06-05-22,Kraków Główny - Suwałki,7:335:00 AM,21,Warszawa Centralna
ak0229k8wrt5,06-05-22 7:30,93535230/35  MAZOVIA,Koleje Mazowieckie,06-05-22,Płock - Warszawa Wschodnia,7:34,0,Warszawa Centralna
ak0229k8s4cd,06-05-22 7:30,53323/3  KOCHANOWSKI,PKP Intercity,06-05-22,Bydgoszcz Główna - Rzeszów Główny,7:39,0,Warszawa Centralna
uu60507162,06-05-22 7:30,357004/5 (48) ODRA/ODER,PKP Intercity,06-05-22,Warszawa Wschodnia - Frankfurt/Oder,7:48,36,Warszawa Centralna
pr71361308,06-05-22 7:30,635238/9 (48) OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,7:50,0,Warszawa Centralna
us6000i8fb,06-05-22 7:30,9335356 (48) ,Koleje Mazowieckie,06-05-22,Modlin - Warszawa Centralna,7:535:00 AM,0,Warszawa Centralna
hv73089527,06-05-22 7:30,435350/35 (48) WYSOCKI,PKP Intercity,06-05-22,Katowice - Warszawa Wschodnia,8:355:00 AM,38,Warszawa Centralna
tx2022opif,06-05-22 7:30,2383500/35 (48) STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,8:358:00 AM,0,Warszawa Centralna
nn00843669,06-05-22 7:30,35350/35 (48) ,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,8:235:00 AM,0,Warszawa Centralna
ak0229k87imr,06-05-22 7:30,354004/5 (35335) BATHORY,PKP Intercity,06-05-22,Terespol - Bohu,8:235:00 AM,38,Warszawa Centralna
ak0229k86xzi,06-05-22 7:30,5300/35 (35335) ,PKP Intercity,06-05-22,Gdynia Główna - Kraków Główny,8:35,0,Warszawa Centralna
us6000i5we,06-05-22 7:30,635023/3 (35335) ,PKP Intercity,06-05-22,Wrocław Główny - Warszawa Wschodnia,8:58,41,Warszawa Centralna
nc73763386,06-05-22 7:30,4506/7 (35335) ,PKP Intercity,06-05-22,Gliwice - Gdynia Główna,9:356:00 AM,0,Warszawa Centralna
av91647701,06-05-22 7:30,383500/35 (35335) GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,9:359:00 AM,45,Warszawa Centralna
ak0229k7kjhp,06-05-22 7:30,533500/35 (35335) MAŁOPOLSKA,PKP Intercity,06-05-22,Gdynia Główna - Kraków Główny,9:235:00 AM,0,Warszawa Centralna
ak0229k7a1bx,06-05-22 7:30,53530/35 (35335) NOTEĆ,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Zachodnia,9:30,0,Warszawa Centralna
mb80552604,06-05-22 7:30,835035/0 (35335) CHROBRY,PKP Intercity,06-05-22,Szczecin Główny - Warszawa Wschodnia,9:30,32,Warszawa Centralna
ci40070527,06-05-22 7:30,53023/3 (35335) ,PKP Intercity,06-05-22,Gdynia Główna - Kraków Główny,9:35,0,Warszawa Centralna
nc73763376,06-05-22 7:30,33500/35 (35335) ,PKP Intercity,06-05-22,Kraków Główny - Warszawa Wschodnia,9:35,0,Warszawa Centralna
us6000i8fe,06-05-22 7:30,3508/9 (35335) ,PKP Intercity,06-05-22,Rzeszów Główny - Gdynia Główna,350:358:00 AM,21,Warszawa Centralna
nn00843668,06-05-22 7:30,56230/35 (35335) SŁOWACKI,PKP Intercity,06-05-22,Ełk - Wrocław Główny,350:230:00 AM,0,Warszawa Centralna
us6000i5w5,06-05-22 7:30,765335/0  ,POLREGIO Sp. z o.o.,06-05-22,Ostrów Wielkopolski - Wrocław Główny,7:335:00 AM,0,Wrocław Główny
nc73763371,06-05-22 7:30,6652323,Koleje Dolnośląskie,06-05-22,Lubin - Siechnice,7:33,41,Wrocław Główny
us6000i8f2,06-05-22 7:30,4835035/0  GWAREK,PKP Intercity,06-05-22,Katowice - Słupsk,7:34,0,Wrocław Główny
us6000i8fc,06-05-22 7:30,69233523,Koleje Dolnośląskie,06-05-22,Wałbrzych Główny - Wrocław Główny,7:38,21,Wrocław Główny
us6000i8f1,06-05-22 7:30,696350/35 (62383) ,Koleje Dolnośląskie,06-05-22,Rawicz - Lichkov,7:39,0,Wrocław Główny
us6000i5w0,06-05-22 7:30,67753/23 (62383) BARYCZ,Koleje Dolnośląskie,06-05-22,Siechnice - Krotoszyn,7:423:00 AM,23,Wrocław Główny
ak0229k70w2e,06-05-22 7:30,472300/35 (62383) ,POLREGIO Sp. z o.o.,06-05-22,Racibórz - Zielona Góra Główna,7:47,0,Wrocław Główny
ak0229k702wj,06-05-22 7:30,763500 (62383) KD SPRINTER BÓBR,Koleje Dolnośląskie,06-05-22,Tuplice - Wrocław Główny,7:48,21,Wrocław Główny
nc73763361,06-05-22 7:30,69704/5 (62383) SZCZUPAK,Koleje Dolnośląskie,06-05-22,Milicz - Wrocław Główny,7:535:00 AM,0,Wrocław Główny
nc73763356,06-05-22 7:30,5572335,POLREGIO Sp. z o.o.,06-05-22,Laskowice Pomorskie - Gdynia Chylonia,7:323:00 AM,0,Sopot
ci40070503,06-05-22 7:30,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:323:00 AM,10,Sopot
ci40070495,06-05-22 7:30,5400/35  ,PKP Intercity,06-05-22,Gdynia Główna - Gliwice,7:38,0,Sopot
av91647616,06-05-22 7:30,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:435:00 AM,0,Sopot
nn00843732,06-05-22 7:30,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:43,8,Sopot
nn00843731,06-05-22 7:30,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,7:44,0,Sopot
nn00843730,06-05-22 7:30,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,7:49,24,Sopot
ak0229k6hk6o,06-05-22 7:30,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:535:00 AM,0,Sopot
ci40070487,06-05-22 7:30,66464 (62383) ,POLREGIO Sp. z o.o.,06-05-22,Ścinawa - Wrocław Główny,7:54,21,Wrocław Główny
hv73089417,06-05-22 7:30,69658/9 (62383) ,Koleje Dolnośląskie,06-05-22,Międzylesie - Rawicz,7:59,10,Wrocław Główny
nn00843666,06-05-22 7:30,76930 (62383) ,POLREGIO Sp. z o.o.,06-05-22,Poznań Główny - Wrocław Główny,8:023:00 AM,0,Wrocław Główny
ak0229k6dgmo,06-05-22 7:30,60565/4 (62383) ,POLREGIO Sp. z o.o.,06-05-22,Kluczbork - Wrocław Główny,8:07,0,Wrocław Główny
us6000i5vt,06-05-22 7:30,69352335/0 (62383) WILHELM ROTKIEWICZ,Koleje Dolnośląskie,06-05-22,Bielawa Zachodnia - Wrocław Główny,8:07,11,Wrocław Główny
nc73763351,06-05-22 7:30,462300/35 (62383) ,POLREGIO Sp. z o.o.,06-05-22,Racibórz - Wrocław Główny,8:353:00 AM,0,Wrocław Główny
ci40070479,06-05-22 7:30,76400 (62383) ,POLREGIO Sp. z o.o.,06-05-22,Zielona Góra Główna - Wrocław Główny,8:354:00 AM,0,Wrocław Główny
hv73089392,06-05-22 7:30,38023/3 (62383) CHEŁMOŃSKI,PKP Intercity,06-05-22,Kraków Główny - Świnoujście,8:359:00 AM,10,Wrocław Główny
hv73089387,06-05-22 7:30,6635230 (62383) CUPRUM,Koleje Dolnośląskie,06-05-22,Głogów - Wrocław Główny,8:359:00 AM,0,Wrocław Główny
uw61857292,06-05-22 7:30,663504 (62383) MEHOFFER,PKP Intercity,06-05-22,Jelenia Góra - Wrocław Główny,8:234:00 AM,0,Wrocław Główny
nn00843729,06-05-22 7:30,66339/8 (62383) DKA,Koleje Dolnośląskie,06-05-22,Jelcz-Laskowice - Wrocław Główny,8:234:00 AM,21,Wrocław Główny
nc73763336,06-05-22 7:30,543550/35 (62383) HALNY,PKP Intercity,06-05-22,Bydgoszcz Główna - Bielsko-Biała Główna,8:239:00 AM,0,Wrocław Główny
ci40070471,06-05-22 7:30,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:523:00 AM,23,Sopot
pr71361278,06-05-22 7:30,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:023:00 AM,0,Sopot
nc73763341,06-05-22 7:30,96955/4  ,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Kościerzyna - Gdynia Główna,8:07,0,Sopot
ak0229k5zte7,06-05-22 7:30,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:350:00 AM,30,Sopot
nn00843751,06-05-22 7:30,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,8:3523:00 AM,0,Sopot
ak0229k5ywsk,06-05-22 7:30,353570/35  KARPATY,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,8:2323:00 AM,23,Sopot
